,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,bairro
1589,65,Rua dos Democratas ,2,1,1,2400.0,0.0,0, Vila Monte Alegre
1590,68,Rua Geórgia ,2,2,1,2800.0,1032.0,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...", Brooklin
1591,45,Rua Dona Veridiana ,1,1,1,1900.0,720.0,"Piscina
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...", Higienópolis
1592,84,"Avenida Jamaris, 428 ",2,2,1,2550.0,944.0,0, Moema
1593,86,"Vila Nova Conceição, São Paulo ",2,2,2,6000.0,1300.0,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Jardim
...", SP
1594,40,Rua Inhambú ,1,1,1,1800.0,700.0,"Elevador
Condomínio fechado
Varanda
Aceita animais
Jardim
...", Moema
1595,118,"Rua Brasília, 45 ",3,4,3,6800.0,2040.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...", Itaim Bibi
1596,60,"Avenida Armando Ferrentini, 593 ",1,1,0,1250.0,0.0,Cozinha, Paraíso
1597,89,Rua Fernão Dias ,2,2,2,7000.0,1250.0,"Mobiliado
Churrasqueira
Academia
Espaço gourmet
Ar-condicionado
...", Pinheiros
1598,66,"Rua Virgílio Várzea, 119 ",2,2,2,2900.0,1325.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Itaim Bibi
1599,40,Rua Jaboticabal ,1,1,1,1700.0,615.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Água Rasa
1600,40,"Rua Guaraitá, 0 ",1,1,0,700.0,0.0,0, Vila Curuçá
1601,93,"Rua Doutor Ivo Define Frasca, 40 ",3,4,2,4200.0,1400.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Vila Olímpia
1602,63,Rua Domingos Afonso ,2,1,2,2100.0,535.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Santa Clara
1603,195,"Rua Pedroso Alvarenga, 271 ",2,4,3,15000.0,3005.0,"Piscina
Academia
Aceita animais
Ar-condicionado
Jardim
...", Itaim Bibi
1604,60,"Vila Santa Catarina, São Paulo ",2,1,2,1350.0,888.0,"Elevador
Academia
Garagem
Jardim
Salão de festas
...", SP
1605,69,"Rua Epaminondas Melo do Amaral, 1210 ",3,2,2,1800.0,545.0,"Piscina
Condomínio fechado
Varanda
Academia
Aceita animais
...", Casa Verde
1606,33,"Santo Amaro, São Paulo ",1,1,1,3300.0,598.0,0, SP
1607,40,Avenida Divino Salvador ,1,1,1,1800.0,669.0,0, Moema
1608,220,"Rua Maranhão, 654 ",4,2,4,9500.0,2500.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...", Higienópolis
1609,38,"Itaim Bibi, São Paulo ",1,1,1,6615.0,0.0,"Piscina
Academia
Mobiliado
Ar-condicionado
Jardim", SP
1610,60,Rua Porto Alegre ,2,2,1,1950.0,510.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Alto da Mooca
1611,94,"Santo Amaro, São Paulo ",3,4,2,4000.0,937.0,"Cozinha
Garagem
Condomínio fechado
Varanda", SP
1612,69,"Ipiranga, São Paulo ",2,2,2,2690.0,604.0,"Piscina
Churrasqueira
Elevador
Área de serviço
Quadra poliesportiva
...", SP
1613,45,"Rua Doutor Mário Ferraz, 415 ",1,1,1,5090.0,1490.0,"Salão de jogos
Ar-condicionado
Mobiliado
Salão de festas
Área de serviço", Itaim Bibi
1614,112,"Rua Itapicuru, 380 ",3,4,2,4100.0,980.0,"Elevador
Academia
Aceita animais
Ar-condicionado
Jardim
...", Perdizes
1615,37,Rua Itabaiana ,1,1,0,1500.0,0.0,"Elevador
Interfone
Área de serviço", Móoca
1616,56,"Vila Leopoldina, São Paulo ",2,2,1,2200.0,630.0,"Piscina
Elevador
Varanda
Área de serviço
Playground
...", SP
1617,153,"Rua Girassol, 756 ",3,6,3,6000.0,2256.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Madalena
1618,52,"Rua Antônio das Chagas, 833 ",2,1,1,2470.0,530.0,"Piscina
Churrasqueira
Elevador
Academia
Playground
...", Chácara Santo Antônio
1619,72,Avenida Doutor Orêncio Vidigal ,3,2,1,1700.0,468.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Penha
1620,60,Rua Alvorada ,2,1,1,1950.0,932.0,"Piscina
Varanda
Área de serviço
Playground
Salão de festas
...", Vila Olímpia
1621,90,Rua Luís Góis ,2,2,1,1900.0,1023.0,"Área de serviço
Bicicletário
Portaria 24h
Armário embutido no quarto
Armário na cozinha
...", Mirandópolis
1622,100,"Rua Eça de Queiróz, 82 ",2,2,1,2500.0,800.0,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Bicicletário
...", Vila Mariana
1623,42,Rua Capote Valente ,1,1,1,3200.0,640.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Pinheiros
1624,49,Rua Itaiteva ,2,1,1,1800.0,450.0,"Mobiliado
Churrasqueira
Área de serviço
Armário na cozinha
Interfone
...", Vila Andrade
1625,138,Rua Doutor José Áureo Bustamante ,3,4,2,7000.0,2000.0,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...", Brooklin
1626,125,Rua Padre João Manuel ,3,4,1,6000.0,2706.0,"Churrasqueira
Varanda
Academia
Playground
Salão de festas
...", Cerqueira César
1627,53,"Rua Caio Prado, 181 ",1,2,1,2100.0,570.0,"Condomínio fechado
Portão eletrônico
Portaria 24h", Consolação
1628,36,"Avenida Jabaquara, 144 ",1,1,1,1514.0,516.0,"Mobiliado
Churrasqueira
Elevador
Academia
Aceita animais
...", Praça da Árvore
1629,50,Rua Pedro Bellegarde ,2,1,1,2300.0,368.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Tatuapé
1630,39,Rua Dona Antônia de Queirós ,1,1,1,2600.0,392.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Jardim
...", Consolação
1631,34,Avenida Brigadeiro Luís Antônio ,1,1,1,1500.0,350.0,0, Bela Vista
1632,58,Rua Alba ,2,1,1,2000.0,0.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Jardim
...", Jabaquara
1633,64,"Rodovia Raposo Tavares, 3175 ",2,2,1,1100.0,790.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Jardim Olympia
1634,100,"Avenida Santo Amaro, 5742 ",3,2,1,2999.0,920.0,Elevador, Santo Amaro
1635,65,"Rua Doutor Djalma Pinheiro Franco, 829 ",3,2,1,3000.0,615.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Mascote
1636,70,"Rua Joaquim Guarani, 485 ",1,1,1,3000.0,700.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Jardim das Acacias
1637,80,Alameda Gabriel Monteiro da Silva ,2,2,0,3400.0,1219.0,"Condomínio fechado
Portaria 24h
Vista panorâmica
Closet", Jardim Paulistano
1638,92,"Rua Luís Dias, 85 ",2,3,1,3500.0,900.0,"Jardim
Condomínio fechado
Elevador
Aceita animais", Itaim Bibi
1639,138,"Rua Doutor José Áureo Bustamante, 400 ",3,5,3,6900.0,1404.0,"Segurança 24h
Salão de jogos
Gerador elétrico", Santo Amaro
1640,56,Rua Caramuru ,2,2,1,2200.0,850.0,"Churrasqueira
Interfone
Armário na cozinha
Área de serviço", Saúde
1641,201,Rua Jacques Félix ,3,3,2,10000.0,2307.0,"Academia
Piscina", Vila Nova Conceição
1642,101,"Praça Padre Mário Fontana, 94 ",3,3,2,4000.0,910.0,"Academia
Playground
Piscina infantil
Salão de festas
Quadra poliesportiva
...", Parque da Mooca
1643,80,"Vila Nova Conceição, São Paulo ",2,2,1,6500.0,0.0,"Piscina
Mobiliado
Elevador
Jardim
Área de serviço
...", SP
1644,65,"Rua Mariúcha, 51 ",3,2,1,1300.0,0.0,"Cozinha
Mobiliado", Moinho Velho
1645,48,"Rua Celso Ramos, 280 ",2,1,1,2280.0,1.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Andrade
1646,41,"Vila Prudente, São Paulo ",1,1,1,2000.0,350.0,0, SP
1647,84,"Rua Doutor Gabriel dos Santos, 388 ",2,2,1,2800.0,950.0,"Sala de jantar
Área de serviço", Santa Cecília
1648,118,Rua Professor João Arruda ,3,3,2,3900.0,1004.0,"Elevador
Aceita animais
Jardim
Portaria 24h
Acesso para deficientes
...", Perdizes
1649,52,Rua dos Buritis ,2,1,1,1900.0,0.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Jabaquara
1650,110,Rua Itacema ,2,3,2,7300.0,2105.0,"Piscina
Elevador
Academia
Espaço gourmet
Ar-condicionado
...", Itaim Bibi
1651,48,"Rua Dianópolis, 134 ",2,1,1,1200.0,610.0,"Elevador
Varanda
Jardim
Área de serviço
Playground
...", Móoca
1652,124,Rua Queluz ,3,4,1,8500.0,1300.0,"Elevador
Condomínio fechado
Aceita animais
Ar-condicionado
Jardim
...", Jardim Paulista
1653,52,Rua Tenente Otávio Gomes ,2,1,1,1600.0,520.0,"Salão de festas
Elevador
Aceita animais", Aclimação
1654,40,"Moema, São Paulo ",1,1,1,1800.0,789.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", SP
1655,57,Rua Sena Madureira ,2,2,1,4100.0,653.0,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...", Vila Mariana
1656,75,Rua Heitor de Souza Pinheiro ,2,2,1,2800.0,0.0,"Piscina
Churrasqueira
Ar-condicionado
Área de serviço
Armário na cozinha
...", Super Quadra
1657,44,"Rua Castilho, 155 ",1,1,1,3350.0,530.0,"Piscina
Mobiliado
Elevador
Varanda
Garagem
...", Brooklin
1658,135,Rua Bartolomeu de Gusmão ,4,3,2,4900.0,1750.0,"Piscina
Churrasqueira
Varanda
Área de serviço
Armário na cozinha
...", Vila Mariana
1659,77,"Pinheiros, São Paulo ",1,2,1,2400.0,950.0,"Elevador
Academia
Área de serviço
Salão de festas
Escritório
...", SP
1660,180,"Brooklin, São Paulo ",3,3,2,17315.0,1912.0,"Piscina
Mobiliado
Churrasqueira
Academia
Espaço gourmet
...", SP
1661,65,"Rua Periquito, 104 ",2,2,2,3000.0,1000.0,"Piscina
Elevador
Varanda
Área de serviço
Cozinha
...", Moema
1662,33,"Rua Olímpia de Almeida Prado, 27 ",1,1,1,1550.0,520.0,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...", Barra Funda
1663,44,"Vila Pauliceia, São Paulo ",1,2,1,1700.0,469.0,0, SP
1664,42,Rua Visconde de Inhaúma ,1,1,1,2100.0,530.0,"Elevador
Academia
Jardim
Área de serviço
Salão de festas
...", Saúde
1665,69,Rua Oscar Freire ,2,2,1,2600.0,1259.0,"Interfone
Armário na cozinha
Área de serviço", Pinheiros
1666,70,Rua Ezequiel Freire ,3,2,1,1600.0,800.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Área de serviço
...", Santana
1667,61,"Rua Dom Tito Marchese, 102 ",2,2,1,1900.0,360.0,Piso de madeira, Butantã
1668,57,"Vila Santa Catarina, São Paulo ",2,1,1,1520.0,638.0,"Churrasqueira
Elevador
Playground
Salão de festas
Sala de jantar
...", SP
1669,37,"Avenida Paulista, 1745 ",1,1,0,1900.0,397.0,"Jardim
Elevador", Bela Vista
1670,90,"Jardim Paulista, São Paulo ",1,2,1,3200.0,1500.0,"Elevador
Academia
Ar-condicionado
Área de serviço
Salão de festas
...", SP
1671,115,Rua Doutor Samuel Porto ,3,4,3,3900.0,830.0,"Piscina
Churrasqueira
Elevador
Varanda
Jardim
...", Saúde
1672,75,Rua Engenheiro Jorge Oliva ,2,2,1,2100.0,938.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Mascote
1673,40,"Avenida Cidade Jardim, 411 ",1,1,1,2650.0,700.0,"Piscina
Mobiliado
Elevador
Varanda
Ar-condicionado
...", Itaim Bibi
1674,30,"Cidade Patriarca, São Paulo ",1,1,0,980.0,0.0,"Depósito
Lavanderia
Cozinha", SP
1675,60,Rua Soriano de Sousa ,2,2,1,2000.0,650.0,"Quadra poliesportiva
Interfone
Armário na cozinha
Sauna
Área de serviço", Tatuapé
1676,110,"Rua Dona Veridiana, 28 ",2,2,0,2300.0,937.0,"Interfone
Elevador
Próximo a hospitais
Segurança 24h", Higienópolis
1677,45,"Pinheiros, São Paulo ",1,1,1,2100.0,381.0,Área de serviço, SP
1678,27,"Rua Batataes, 80 ",1,1,1,1900.0,1600.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Jardins
1679,47,Rua Diogo Jácome ,1,1,1,5000.0,1194.0,"Mobiliado
Garagem
Ar-condicionado
Área de serviço
Armário na cozinha
...", Vila Nova Conceição
1680,65,"Rua Pedroso Alvarenga, 1004 ",2,1,0,1100.0,1006.0,Jardim, Itaim Bibi
1681,70,"Avenida Engenheiro Luiz Carlos Berrini, 1618 ",2,2,2,6000.0,700.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Quintal
...", Brooklin
1682,70,"Rua Gaivota, 916 ",2,2,1,3500.0,853.0,"Piscina
Mobiliado
Varanda
Academia
Área de serviço
...", Moema
1683,75,"Rua Cotoxó, 955 ",3,2,2,2800.0,663.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Perdizes
1684,28,"Rua Américo Brasiliense, 2163 ",1,1,1,2000.0,1125.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Chácara Santo Antônio
1685,60,"Rua Doutor Augusto de Miranda, 597 ",3,2,1,2300.0,937.0,"Piscina
Churrasqueira
Varanda
Academia
Garagem
...", Pompeia
1686,95,Avenida Ibijaú ,3,5,2,4800.0,1200.0,"Piscina
Churrasqueira
Elevador
Varanda
Jardim
...", Moema
1687,70,Rua Maria Figueiredo ,3,3,2,3500.0,1073.0,"Piscina
Condomínio fechado
Aceita animais
Playground
Salão de festas
...", Paraíso
1688,60,Rua Cunha Gago ,2,2,1,3800.0,830.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Pinheiros
1689,72,"Avenida Engenheiro José Salles, 200 ",3,2,1,1300.0,630.0,"Churrasqueira
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Socorro
1690,165,"Higienópolis, São Paulo ",3,3,2,5500.0,1900.0,"Segurança 24h
Academia", SP
1691,72,"Rua Valson Lopes, 70 ",3,1,1,1980.0,640.0,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...", Vila Butantã
1692,72,"Rua Valson Lopes, 70 ",3,1,1,1980.0,640.0,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...", Vila Butantã
1693,42,"Rua Otto de Alencar, 320 ",2,1,1,1700.0,400.0,"Elevador
Condomínio fechado
Jardim
Área de serviço
Espaço verde / Parque
...", Liberdade
1694,54,Rua Brigadeiro Galvão ,1,1,1,1700.0,700.0,"Aceita animais
Jardim
Área de serviço
Portaria 24h
Armário embutido no quarto
...", Santa Cecília
1695,73,Rua Emboaçava ,2,1,1,1600.0,831.0,"Churrasqueira
Elevador
Academia
Espaço gourmet
Jardim
...", Parque da Mooca
1696,82,"Rua Galvão Bueno, 499 ",3,2,2,3000.0,515.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Liberdade
1697,41,Avenida da Aclimação ,1,1,1,1700.0,611.0,"Piscina
Churrasqueira
Elevador
Varanda
Quadra poliesportiva
...", Aclimação
1698,63,"Rua Eduardo Leopoldo, 202 ",2,2,1,1800.0,500.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Guilherme
1699,78,Praça Santa Cruz ,3,2,1,2900.0,853.0,"Piscina
Mobiliado
Aceita animais
Jardim
Playground
...", Santo Amaro
1700,136,Rua Doutor Clóvis de Oliveira ,2,2,2,3000.0,2450.0,"Varanda
Academia
Jardim
Salão de festas
Armário embutido
...", Jardim Guedala
1701,160,Avenida Portugal ,3,4,2,4400.0,2900.0,"Piscina
Elevador
Condomínio fechado
Varanda
Jardim
...", Brooklin
1702,100,Rua Cristiano Viana ,2,1,0,3000.0,360.0,"Cozinha
Interfone
Varanda
TV a cabo
Área de serviço", Cerqueira César
1703,50,"Moema, São Paulo ",2,2,1,2300.0,600.0,"Academia
Salão de festas
Jardim
Área de serviço", SP
1704,93,Rua Aibi ,3,2,2,3000.0,1300.0,"Piscina
Varanda
Aceita animais
Salão de festas
Quadra poliesportiva
...", Alto da Lapa
1705,51,Rua Gabriele D'Annunzio ,1,1,1,4000.0,470.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Campo Belo
1706,40,"Avenida Higienópolis, 15 ",1,1,1,2000.0,1089.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Higienópolis
1707,50,"Rua Bela Cintra, 1450 ",1,2,0,2800.0,380.0,"Recepção
Condomínio fechado
Jardim
Elevador
Interfone", Jardins
1708,55,"Vila Mascote, São Paulo ",2,1,1,1500.0,600.0,"Interfone
Salão de festas
Armário embutido
Jardim
Área de serviço", SP
1709,67,Estrada Velha da Penha ,2,2,1,1680.0,533.0,"Piscina
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...", Tatuapé
1710,65,Avenida Ibijaú ,2,2,2,3400.0,850.0,"TV a cabo
Mobiliado
Armário na cozinha", Moema
1711,65,Rua Ribeiro de Barros ,2,1,1,2500.0,637.0,"Elevador
Piscina
Quadra poliesportiva
Varanda", Pompeia
1712,68,"Rua Antônio de Bonis, 273 ",3,2,1,2250.0,525.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Butantã
1713,51,"Rua Artur Prado, 341 ",2,2,1,2800.0,777.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Espaço gourmet
...", Bela Vista
1714,63,Rua Joaquim Morais ,3,2,1,2100.0,730.0,"Churrasqueira
Elevador
Varanda
Jardim
Área de serviço
...", Vila Santa Catarina
1715,51,"Alameda Olga, 288 ",1,1,1,2530.0,650.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Barra Funda
1716,215,"Avenida Armando Ferrentini, 285 ",3,5,3,9840.0,3365.0,Área de serviço, Paraíso
1717,43,"Campo Belo, São Paulo ",1,2,1,2200.0,490.0,"Piscina
Churrasqueira
Ar-condicionado
Salão de festas
Lavanderia
...", SP
1718,60,"Rua Pageú, 55 ",2,2,1,1990.0,740.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Vila Mariana
1719,90,"Rua Bela Vista, 709 ",2,3,2,5500.0,1080.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Chácara Santo Antônio
1720,38,Rua Professor Hasegawa ,2,1,1,850.0,240.0,"Churrasqueira
Quadra poliesportiva", Itaquera
1721,65,Rua Doutor Laerte Setúbal ,2,2,1,3300.0,580.0,"Churrasqueira
Piscina
Quadra poliesportiva
Sauna", Morumbi
1722,60,"Rua Constantino de Sousa, 1144 ",2,2,1,3500.0,743.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
1723,80,Rua Doutor Tomás Carvalhal ,2,2,1,2500.0,980.0,"Jardim
Condomínio fechado
Portaria 24h", Paraíso
1724,48,"Rua Cipriano Barata, 201 ",2,1,0,1700.0,470.0,"Elevador
Condomínio fechado
Varanda
Quadra poliesportiva
Interfone
...", Ipiranga
1725,53,Rua Lacedemônia ,1,1,1,2500.0,510.0,"Academia
Garagem
Área de serviço
Playground
Piscina infantil
...", Vila Mascote
1726,80,Rua Doutor Eduardo de Souza Aranha ,3,2,1,2657.0,943.0,"Condomínio fechado
Aceita animais
Jardim
Área de serviço
Bicicletário
...", Vila Nova Conceição
1727,140,Alameda Campinas ,3,3,2,4800.0,1174.0,"Mobiliado
Escritório
Armário embutido
Armário na cozinha
Cozinha grande
...", Jardins
1728,140,Alameda Campinas ,3,3,2,4800.0,1174.0,"Mobiliado
Escritório
Armário embutido
Armário na cozinha
Cozinha grande
...", Jardins
1729,92,"Rua Abílio Soares, 684 ",3,3,1,3100.0,1250.0,"Condomínio fechado
Aceita animais
Área de serviço
Playground
Salão de festas
...", Paraíso
1730,50,"Avenida Conselheiro Rodrigues Alves, 751 ",1,1,1,1800.0,840.0,Garagem, Vila Mariana
1731,67,"Rua Jaguaribe, 25 ",1,1,0,1200.0,620.0,"Portão eletrônico
Banheira
Armário embutido no quarto
Área de serviço", Santa Cecília
1732,15,"Rua Padre Marchetti, 616 ",1,1,0,1050.0,0.0,"Área de serviço
Armário na cozinha
Conexão à internet
Câmera de segurança
Piso frio
...", Ipiranga
1733,31,"Rua Coronel Luís Barroso, 582 ",1,1,1,1800.0,434.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Alto Da Boa Vista
1734,115,"Rua Jesuíno Arruda, 666 ",3,3,1,6000.0,1500.0,"Salão de festas
Área de serviço", Itaim Bibi
1735,40,Rua Alcântara ,1,1,1,1770.0,0.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Vila Maria
1736,39,"Rua Almirante Marques de Leão, 656 ",1,1,1,1400.0,488.0,"Churrasqueira
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Bela Vista
1737,31,"Praça Cassiano Nogueira, 28 ",1,1,1,2335.0,511.0,"Ar-condicionado
Varanda
Gerador elétrico", Vila Mariana
1738,65,"Rua Jovina, 368 ",2,2,2,2100.0,640.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Aceita animais
...", Vila Mascote
1739,107,Avenida Lavandisca ,3,3,1,4816.0,1000.0,0, Moema
1740,46,Alameda Jaú ,1,1,1,3000.0,1027.0,"Piscina
Academia
Garagem
Área de serviço
Playground
...", Jardim Paulista
1741,85,Rua Coronel Francisco de Oliveira Simões ,3,2,1,1500.0,950.0,"Piscina
Churrasqueira
Varanda
Garagem
Área de serviço
...", Paraíso do Morumbi
1742,33,Rua Salto ,1,1,1,1650.0,1150.0,0, Paraíso
1743,53,Rua Sílvio Barbini ,2,1,1,1100.0,0.0,"Condomínio fechado
Aceita animais
Área de serviço
Conexão à internet
Interfone
...", Itaquera
1744,50,"Freguesia do Ó, São Paulo ",2,1,1,1400.0,458.0,0, SP
1745,60,"Alameda Campinas, 862 ",2,2,2,2600.0,1600.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Salão de festas
...", Jardim Paulista
1746,125,"Rua Iperoig, 501 ",3,5,2,3000.0,1500.0,"Elevador
Condomínio fechado
Aceita animais
Portaria 24h
Cozinha americana
...", Perdizes
1747,140,Rua Pascal ,3,3,2,4500.0,1900.0,"Varanda
Quadra poliesportiva
Área de lazer
Armário embutido
Armário na cozinha
...", Campo Belo
1748,71,"Rua Tamaindê, 1055 ",3,2,1,2000.0,440.0,"Garagem
Salão de festas
Espaço verde / Parque", Vila Nova Manchester
1749,53,"Vila Mariana, São Paulo ",2,2,1,3500.0,900.0,"Piscina
Varanda
Academia
Ar-condicionado
Jardim
...", SP
1750,65,"Rua Treze de Maio, 0 ",2,1,1,2600.0,1046.0,0, Bela Vista
1751,60,"Rua Raul Pompéia, 75 ",2,1,1,2200.0,771.0,"Piscina
Elevador
Academia
Jardim
Playground
...", Pompeia
1752,108,Rua Doutor Veiga Filho ,2,2,0,2800.0,1190.0,"Elevador
Varanda
Interfone
Recepção
Segurança 24h
...", Higienópolis
1753,140,Rua Bandeira Paulista ,2,3,2,9500.0,2300.0,"Mobiliado
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
1754,223,Rua Viradouro ,3,2,3,26000.0,3064.0,0, Itaim Bibi
1755,110,Rua Teodoro Sampaio ,3,2,1,3000.0,1000.0,Elevador, Pinheiros
1756,40,"Rua Urussuí, 70 ",1,1,1,2520.0,479.0,"Mobiliado
Varanda
Ar-condicionado
Armário embutido
Interfone
...", Itaim Bibi
1757,73,"Santo Amaro, São Paulo ",3,1,1,2350.0,720.0,"Cozinha
Elevador
Piscina
Área de serviço
Vigia", SP
1758,40,"Saúde, São Paulo ",1,2,1,1950.0,490.0,"Churrasqueira
Piscina
Salão de festas", SP
1759,72,"Vila Leopoldina, São Paulo ",3,2,2,2800.0,798.0,"Piscina
Churrasqueira
Varanda
Garagem
Ar-condicionado
...", SP
1760,60,"Saúde, São Paulo ",2,2,1,2200.0,845.0,"Piscina
Churrasqueira
Academia
Playground
Varanda gourmet
...", SP
1761,36,"Rua Itapiru, 572 ",1,2,1,1600.0,497.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Saúde
1762,85,Rua Torquato Tasso ,3,2,1,1600.0,710.0,Garagem, Vila Prudente
1763,190,Rua Oscar Freire ,3,5,4,7500.0,3600.0,"Piscina
Varanda
Jardim
Área de serviço
Playground
...", Pinheiros
1764,38,"Avenida General Valdomiro de Lima, 590 ",1,1,1,1700.0,350.0,"Elevador
Mobiliado
Piscina
Segurança 24h
Salão de jogos", Jabaquara
1765,60,"Rua Engenheiro Mac Lean, 267 ",2,1,1,1500.0,305.0,"Portão eletrônico
Aceita animais", Santana
1766,110,Alameda Franca ,3,3,2,5500.0,1060.0,"Playground
Salão de festas
Ar-condicionado
Jardim", Jardins
1767,95,Avenida São Gabriel ,3,2,1,3800.0,405.0,"Elevador
Condomínio fechado
Área de serviço
Cozinha
Interfone
...", Itaim Bibi
1768,149,"Avenida São João, 1333 ",2,1,0,2750.0,794.0,Elevador, Santa Cecília
1769,66,Avenida Professor Luiz Ignácio Anhaia Mello ,3,2,1,2200.0,413.0,"Jardim
Área de serviço
Playground
Salão de festas
Quadra poliesportiva
...", Jardim Independencia
1770,40,Avenida Santo Amaro ,1,1,1,2000.0,658.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Brooklin
1771,42,Rua Visconde de Inhaúma ,1,1,1,2200.0,490.0,"Piscina
Churrasqueira
Área de serviço
Quadra poliesportiva
Armário na cozinha
...", Saúde
1772,47,"Rua Engenheira Amália Pérola Cassab, 20 ",2,1,1,1325.0,375.0,"Garagem
Lavanderia
Cozinha
Churrasqueira
Playground", Parque Munhoz
1773,110,"Avenida Horácio Lafer, 123 ",2,3,2,11000.0,1800.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
1774,103,"Vila Sônia, São Paulo ",3,4,2,4700.0,0.0,"Piscina
Mobiliado
Churrasqueira
Ar-condicionado
Área de serviço
...", SP
1775,48,"Rua Arruda Alvim, 94 ",1,1,2,3300.0,740.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pinheiros
1776,63,"Rua do Manifesto, 2707 ",3,2,1,1800.0,556.0,Garagem, Ipiranga
1777,121,"Rua do Carreiro de Pedra, 111 ",3,4,2,4500.0,1193.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Granja Julieta
1778,70,"Rua Doutor João Ribeiro, 170 ",2,2,1,1500.0,778.0,"Piscina
Playground
Salão de festas
Elevador", Penha De Franca
1779,34,Rua Frei Duarte Jorge de Mendonça ,2,1,1,1350.0,579.0,"Quadra poliesportiva
Piscina", Vila Andrade
1780,36,"Rua Itapiru, 572 ",1,2,1,1600.0,497.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Saúde
1781,38,"Rua Dona Antônia de Queirós, 180 ",1,1,1,2200.0,490.0,"Piscina
Academia
Lavanderia
Salão de festas
Sauna", Bela Vista
1782,44,"Alameda dos Maracatins, 351 ",1,1,1,3570.0,609.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Moema
